hubspot_id,state,viability_score,candidate_office,official_office_name,office_level,office_type,election_date,general_election_result,general_votes_received,total_general_votes_cast,is_uncontested,outreach_id,campaign_id,outreach_name,outreach_title,script,outreach_status,outreach_type,outreach_date,message,phone_list_id,audience_request,voter_file_filter_id,outreach_created_at,outreach_updated_at
37332551827,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37463226420,Ohio,1.4100000000,Xenia Community City School Board,null,LOCAL,School Board,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37743263750,Michigan,1.9500000000,Galesburg City Mayor,null,CITY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37899241399,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38324555354,Ohio,3.0700000000,New Middletown Village Council,New Middletown Village Council,CITY,Town Council,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38351622669,Ohio,1.4900000000,Allen County: Shawnee Township Trustee,Butler County: Fairfield Township Trustee,TOWNSHIP,Town Council,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38583024537,Connecticut,0.6500000000,Middletown School Board,null,LOCAL,School Board,2025-11-04,Won General,6000.0000000000,37805.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38758500686,Utah,1.3700000000,Brian Head Town Council,null,CITY,Town Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38961969795,Kansas,1.4300000000,Hesston City Council,Hesston City Council,CITY,City Council,2025-11-04,Lost General,145.0000000000,1268.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39087401802,Texas,null,U.S. House of Representatives - Texas 21st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39215332624,South Carolina,3.7400000000,Springfield Town Council,Springfield Town Council,CITY,Town Council,2025-11-04,Won General,96.0000000000,260.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39187055720,Arkansas,null,Augusta City Mayor,null,CITY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39272409482,Ohio,1.5500000000,Athens County: Waterloo Township Trustee,Athens County: Waterloo Township Trustee,TOWNSHIP,Town Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39434832206,Texas,null,San Antonio City Council - Place 9,null,CITY,null,2027-05-01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39589060870,Colorado,1.2000000000,Steamboat Springs City Council - At Large,City Council,CITY,City Council,2025-11-04,Won General,1977.0000000000,5030.0000000000,null,29932,170301,null,P2P Outreach - Campaign 170301,smsPersuasive,pending,text,2025-09-26T06:00:00.000,I would like to send a test sms message to myself first.,null,I would like to send a test sms message to myself first.,41647,2025-09-23T17:40:51.881,2025-09-23T17:40:51.881
39580676756,Georgia,null,Sandy Springs City Council - District 5,null,CITY,City Council,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39623464117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39743384458,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40803015776,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40710770979,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41048810394,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41193063454,Iowa,3.4400000000,West Branch City Mayor,West Branch City Mayor,CITY,Mayor,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41335443037,Montana,2.3100000000,Froid Town Council,Froid Town Council,CITY,Town Council,2025-11-04,Won General,41.0000000000,121.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
42333066679,Texas,null,Arlington City Council - District 5,null,CITY,null,2026-05-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
42836562705,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43217500249,Idaho,null,Salmon School Board - Zone 1,null,LOCAL,null,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43710744668,Georgia,null,Gainesville City School Board - Ward 2,null,LOCAL,null,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43758920748,Pennsylvania,null,Springdale Borough Council,null,CITY,null,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
44626481238,Oregon,null,U.S. House of Representatives - Oregon 6th Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
45889501301,Missouri,null,"Associate Judge of Circuit Court - Circuit 21, Division 36 (Retain Green?)",null,STATE,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
46323920171,North Carolina,null,U.S. House of Representatives - North Carolina 9th Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
46770506843,Texas,null,U.S. House of Representatives - Texas 27th Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47096554590,North Dakota,null,U.S. House of Representatives - North Dakota At-Large Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47614445985,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47588496395,Georgia,null,"Covington City Council - Post 2, East",null,CITY,null,2027-11-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
48162315798,Connecticut,null,Fairfield School Board,null,LOCAL,null,2027-11-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
48186054528,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
49253170205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
49482551223,New York,null,Putnam County Legislature - District 2,null,COUNTY,County Supervisor,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
49753809450,Tennessee,null,Bedford County Commission - District 4,null,COUNTY,County Supervisor,2026-08-06,null,null,null,null,65147,294979,null,P2P Outreach - Campaign 294979,"Good evening. My name is Brady Turner, a candidate for your District 4 County Commissioner. I will be knocking on doors over the next couple of weeks to say hello. I look forward to meeting everyone. 
In the meantime, visit my website--> bradyturner4d4.net",pending,text,2026-01-29T06:00:00.000,,null,null,92140,2026-01-26T20:55:01.510,2026-01-26T20:55:01.510
18754660881,Ohio,null,U.S. Senate - Ohio,null,FEDERAL,Congressional,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21113525569,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19448135680,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19579070120,Nevada,1.6700000000,Las Vegas City Council - Ward 3,null,CITY,City Council,2024-06-11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21115684166,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20412396893,Georgia,2.7600000000,Gwinnett County School Board - District 5,null,LOCAL,School Board,2024-11-05,Won General,2864.0000000000,5324.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20645353742,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20829375399,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20852262005,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20998958166,North Dakota,1.0800000000,Thompson 61 School Board,null,LOCAL,School Board,2024-06-11,Lost General,2339.0000000000,17213.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21249666180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21508861547,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21570991495,Arizona,null,Maricopa County Community College School Board - District 5,null,LOCAL,null,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21663136573,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21967273808,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21990813547,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21999827067,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22069265167,Washington,1.7000000000,Washington State Supreme Court Justice - Position 2,null,STATE,Judge,2024-11-05,Lost General,89429.0000000000,164816.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22072421527,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22184396462,Georgia,0.2400000000,Georgia House of Representatives - District 87,null,STATE,null,2024-12-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22327222650,Kentucky,5.0000000000,Nebo City Council,null,CITY,City Council,2024-11-05,Won General,48.0000000000,87.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22386878981,Texas,0.0900000000,U.S. House of Representatives - Texas 37th Congressional District,null,FEDERAL,null,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22413819817,Kentucky,4.9900000000,Beattyville City Council,null,CITY,City Council,2024-11-05,Won General,195.0000000000,1221.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22729083978,Vermont,0.4800000000,Vermont State Senate - Lamoille District,null,STATE,State Senate,2024-11-05,Lost General,3868.0000000000,11669.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22988967834,Ohio,0.0300000000,U.S. House of Representatives - Ohio 9th Congressional District,null,FEDERAL,null,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23221791600,Texas,1.0200000000,Leander Independent School Board - Place 4,null,LOCAL,School Board,2024-11-05,Lost General,27521.0000000000,71625.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23512656035,Minnesota,3.5000000000,Akeley City Council,null,CITY,City Council,2024-11-05,Won General,297.0000000000,298.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23829335356,Michigan,5.0000000000,Centreville Village President,null,CITY,Mayor,2024-11-05,Won General,384.0000000000,391.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
27949050260,Florida,0.3600000000,Florida Chief Financial Officer,null,STATE,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
27987662696,Illinois,3.8700000000,Argo 217 School Board,Argo 217 School Board,LOCAL,School Board,2025-04-01,Lost General,789.0000000000,4410.0000000000,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
29349832557,Wisconsin,1.4300000000,Racine City Council - District 9,Racine City Council - District 9,CITY,City Council,2025-04-01,null,null,null,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
29931759673,Florida,0.5100000000,Ocala City Council - At Large,null,CITY,City Council,2025-09-16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30092220047,Georgia,3.3800000000,Port Wentworth City Council - District 3,Port Wentworth City Council - District 3,CITY,City Council,2025-11-04,Won General,200.0000000000,325.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30266026337,Georgia,0.2400000000,Georgia House of Representatives - District 134,null,STATE,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30298940957,Washington,4.9900000000,Kelso City Council - Position 1,Kelso City Council - Position 3,CITY,City Council,2025-11-04,Lost General,743.0000000000,1654.0000000000,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30347480408,Vermont,2.7200000000,Chester Town Selectboard (1-year term),Chester Town Selectboard (1-Year Term),CITY,Town Council,2025-03-04,Lost General,121.0000000000,966.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30560013603,District Of Columbia,null,President ,null,null,null,2028-11-14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31050723899,New York,4.4600000000,Community Education Council,null,Local,School Board,2025-07-01,Won General,21.0000000000,535.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31131160213,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31387514686,Wisconsin,4.9900000000,Port Washington City Council - District 3,Port Washington City Council - District 7,CITY,City Council,2025-04-01,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31407308701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31404130394,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31468121485,Wisconsin,3.7400000000,Marquette County: Packwaukee Town Clerk,Marquette County: Packwaukee Town Clerk,LOCAL,Clerk/Treasurer,2025-04-01,Won General,330.0000000000,655.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31480292151,Wisconsin,5.0000000000,Manitowoc County: Liberty Town Chair,Manitowoc County: Liberty Town Chair,LOCAL,City Council,2025-04-01,Won General,null,null,UnContested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31649313075,Alabama,1.5400000000,Mobile County Revenue Commissioner,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31763924760,Missouri,2.6700000000,Ladue School Board,Ladue School Board,LOCAL,School Board,2025-04-08,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31951841156,Texas,5.0000000000,Lampasas City Council - Place 2,Lampasas City Council - Place 2,CITY,City Council,2025-05-03,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
32709829890,Oregon,4.9900000000,Sweet Home Fire and Ambulance District Board - Position 4,Sweet Home Fire and Ambulance District Board - Position 4,LOCAL,Other,2025-05-20,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
33157499660,Mississippi,0.2300000000,Friars Point Alderman - At-large,Friars Point Alderman - At-large,Local,Alderman,2025-06-03,Lost General,83.0000000000,1167.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
33219649034,Ohio,0.0300000000,U.S. House of Representatives - Ohio 3rd Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
33242144258,Florida,2.0500000000,Miami-Dade County School Board - District 4,null,LOCAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
33611780884,Oregon,5.0000000000,Port Of Garibaldi Commission Board - Position 1,Port Of Garibaldi Commission Board - Position 1,Local,Other,2025-05-20,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34402654325,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34695167800,Massachusetts,0.0700000000,U.S. House of Representatives - Massachusetts 5th Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34819241358,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34812127655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35062692372,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35238139829,Virginia,0.0900000000,U.S. House of Representatives - Virginia 11th Congressional District,null,FEDERAL,null,2025-09-09,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35255750228,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35274916946,Texas,0.2800000000,Texas House of Representatives - District 85,null,STATE,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35312055144,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35492085396,Michigan,1.8100000000,Dearborn City Council,null,CITY,City Council,2025-11-04,Lost General,6798.0000000000,132972.0000000000,null,27391,69502,null,P2P Outreach - Campaign 69502,"Hi - this is Mubarek Ahmed and I am running for Dearborn city council. The city deserves leadership that listens, solves problems, and puts people first. Here's a quick look at my priorities:

I am running for city council because I believe it’s time for fresh leadership that is accountable, accessible, and focused on results. I will be a strong advocate for lower taxes, first-rate city services, safer neighborhoods, improved infrastructure, and smart investments that enhance quality of life for every resident. Most importantly, I will always maintain an open door and listen to all voices, because I believe good government starts with respecting the people it serves.

If these values matter to you, I’d be grateful to be one of your seven votes for city council. To make sure your voice is heard, check your voter registration at Michigan.gov/Vote.",pending,text,2025-09-21T04:00:00.000,,null,null,37094,2025-09-18T21:07:21.106,2025-09-18T21:07:21.106
35553745295,Michigan,0.1000000000,U.S. House of Representatives - Michigan 9th Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35559453287,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35496821065,Connecticut,0.5500000000,Meriden City Council - At Large,null,CITY,City Council,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35741260291,Virginia,0.3000000000,Virginia House of Delegates - District 57,null,STATE,null,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35738694994,Ohio,1.1300000000,Cincinnati City Council,null,CITY,City Council,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36051575300,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36113152285,Florida,2.3100000000,Jasper City Council,null,CITY,null,2026-03-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36255703811,Kansas,1.5300000000,Burrton USD 369 School Board,Burrton Usd 369 School Board,LOCAL,School Board,2025-11-04,Lost General,53.0000000000,487.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36429700904,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36398449273,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36779445581,Montana,1.8500000000,Bozeman City Commission,Bozeman City Commission,CITY,City Council,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37019275923,Washington,2.3900000000,Auburn City Council - Position 2,Auburn City Council - Position 2,CITY,City Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37658847495,North Carolina,null,Belmont City Council,Belmont City Council,CITY,City Council,2025-11-03,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37676388516,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38116685956,North Carolina,3.9600000000,Lillington Town Council,Lillington Town Council,CITY,Town Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38145155204,Pennsylvania,0.3200000000,Pittsburgh City Mayor,null,CITY,null,2025-11-04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38113051509,North Carolina,null,Wake Forest Town Council,Wake Forest Town Council,CITY,Town Council,2025-11-03,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38554962845,Ohio,2.5800000000,Brush Creek Twp Trustee *Unexpired Term*,Brush Creek Twp Trustee *Unexpired Term*,Local,Other,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38556638557,Kansas,2.3500000000,Merriam City Council - Ward 4,Merriam City Council - Ward 4,CITY,City Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38614946143,Massachusetts,1.0700000000,Plymouth County Commission,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38804768432,Florida,0.0700000000,U.S. Senate - Florida,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38805095172,Virginia,4.1600000000,Big Stone Gap Town Council,Big Stone Gap Town Council,CITY,Town Council,2025-11-04,Won General,554.0000000000,3780.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39148067621,Connecticut,null,Connecticut House of Representatives - District 146,null,STATE,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39196022160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39192360213,North Carolina,null,Marion City Council,Marion City Council,CITY,City Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39274538392,New Jersey,2.3300000000,Harrison Township School Board,Harrison Township School Board,LOCAL,School Board,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39424324013,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39619170960,Colorado,1.9800000000,Adams-Arapahoe 28J (Aurora) School Board,Adams-Arapahoe 28J (Aurora) School Board,LOCAL,School Board,2025-11-04,Won General,20279.0000000000,113061.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39704548160,Wisconsin,null,State Assembly Representative,null,null,null,2026-11-01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39744312879,Wisconsin,null,St. Croix County Court Clerk,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39815394839,Oklahoma,null,U.S. House of Representatives - Oklahoma 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40056894892,South Carolina,3.7300000000,Town Council,Lexington Town Council,Local,Town Council,2025-11-04,Won General,1697.0000000000,7174.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40107026531,Ohio,1.4900000000,Fairfield County: Liberty Township Trustee,Fairfield County: Liberty Township Trustee,TOWNSHIP,Town Council,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40335365388,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40573771350,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40713533510,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40784991827,Michigan,null,Michigan House of Representatives - District 50,null,STATE,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41393881979,New York,null,Suffolk County Legislature - District 9,null,COUNTY,null,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41539390793,New Hampshire,1.8200000000,Dover School Board - Ward 4,Dover School Board - Ward 4,LOCAL,School Board,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41614388862,New York,null,Dutchess County Sheriff,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
42074165290,Texas,2.3000000000,Lago Vista City Council - Place 5,Lago Vista City Council - Place 5,CITY,City Council,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43584053772,Minnesota,null,Minneapolis City Council - Ward 5,null,CITY,null,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43786608655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
44395091208,Arkansas,null,Lafayette County Judge,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
44714975258,Illinois,null,Madison County Board - District 14,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
45158096262,Illinois,null,Marengo City Council - Ward 3,null,CITY,null,2027-04-06,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
45887632566,Georgia,null,Between City Council,null,CITY,null,2027-11-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
46780552352,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47400523631,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47386099304,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47585516145,Florida,null,Arbor Greene Community Development District Board - Seat 1,null,LOCAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
48021901422,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
48094810552,Pennsylvania,null,Berks County: Ruscombmanor Township Auditor,null,TOWNSHIP,null,2027-11-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
49020960772,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
49396801346,Texas,null,Texas Governor,null,STATE,Statewide/Governor,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19193778433,Georgia,0.0300000000,Vice President of the United States,null,FEDERAL,President,2024-11-05,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19421571123,California,2.3000000000,Los Angeles Unified School Board - District 5,null,LOCAL,School Board,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21113668651,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19815823477,Arizona,2.9400000000,Phoenix ESD 1 School Board,null,LOCAL,School Board,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20149062707,Missouri,0.0900000000,Missouri State Senate - District 21,null,STATE,State Senate,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20410822170,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20697982550,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20754899827,California,2.3000000000,Santa Maria Union School Board - District 3,null,LOCAL,School Board,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21115406168,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21010404419,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
